"variable_id","mz","rt","mzmin","mzmax","rtmin","rtmax","ms2_files_id","ms2_spectrum_id","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level","logFC","AveExpr","t","P.Value","adj.P.Val","B","control1","control2","control3","MethiocarbB1","MethiocarbB2","MethiocarbB3","Significance"
"M107T707_POS",107.049186853838,706.960327148438,107.049174392498,107.049221400965,702.445495605469,708.022521972656,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz107.0492386rt703.319","3-Methylcatechol","488-17-5","HMDB0301753","C02923","HMDB0301753_11_shen","(M+H-H2O)+",0.272749999972177,0.999834696858548,NA,NA,"15",0.516297780958045,0.697624124420734,"HMDB_2022-04-11",2,0.450084066832918,7.0436309092244,2.40723712910967,0.0489127992541758,0.237631637956093,-4.08740502463429,7877477.54440793,3616144.53506151,10026137.8843165,28873095.8093104,28411594.654275,7798837.40413537,"Up"
"M120T238_POS",120.080958106363,237.589828491211,120.080886407871,120.080993498525,236.415008544922,238.982788085938,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz120.08102285rt257.028","2-Amino-1-phenylethanol","7568-93-6","HMDB01065","C02735","NO07603","(M+H-H2O)+",0.557124999964742,0.99931048612272,NA,NA,"20",0.605416753262489,0.753126903085076,"NIST_0.0.1",2,0.278471751375778,7.54188067115883,3.63591475352505,0.00916011439711569,0.126560492741995,-2.41323884670638,19673989.0328759,26054893.8119079,31488549.3796025,46017192.592788,41932127.0634219,57264124.8099591,"Up"
"M123T77_POS",123.0553864478,77.021312713623,123.055344460994,123.05541570197,75.2592,79.6381607055664,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz123.05529628rt82.1524","Niacinamide","98-92-0","HMDB0001406","C00153","LU025101","(M+H)+",0.00930000002341558,0.999999807800018,NA,NA,"15",0.723707461730675,0.827317091506679,"MassBank_2022-04-27",2,0.21129629153816,8.42286791199824,3.47491763189509,0.0112774774772921,0.136671564271708,-2.62263305030591,187588768.571617,226059631.949711,210974249.199572,320724639.794161,308412703.966245,389299269.048684,"Up"
"M132T125_POS",132.0763687457,125.44970703125,132.075620057113,132.076916483672,117.059631347656,133.735580444336,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz132.07689014rt103.534","5,6-DIHYDROURACIL","504-07-4","HMDB0000076","C00429","EMBL-MCF_spec102005","(M+NH4)+",0.156770000003803,0.999945386307157,NA,NA,"35.0 eV",0.655286785608222,0.784533760870323,"MoNA_2022-04-27",2,0.274371209200566,7.19218024448836,2.52964982177237,0.0410760724132713,0.221529028903761,-3.91555305668154,10552695.2264809,14259981.9327365,9716314.17047601,24118364.9205185,13062834.85,30882485.7097225,"Up"
"M135T333_POS",135.044129404438,333.282043457031,135.044060489802,135.044193250765,332.206237792969,335.015319824219,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz135.0441rt304.604","1-Isobenzofuranone","87-41-2",NA,"C09921","NO07555","(M+H)+",0,1,NA,NA,"20",0.7189550943773,0.824346933985812,"NIST_0.0.1",2,-0.195552821953036,6.57379121348432,-2.77443403897061,0.0290864546879406,0.195649601789147,-3.57314205490791,4375073.52259562,4103217.32197891,5762261.96321571,2916564.02032286,3549015.34657868,2588600.41409255,"Down"
"M137T128_1_POS",137.045948406344,128.484443664551,137.045916008407,137.045976517948,124.47395324707,130.746505737305,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz137.04599851rt122.321","Hypoxanthine","68-94-0","HMDB0000157","C00262","HMDB0000157_16_shen","(M+H)+",0.469350000074087,0.99951058775111,NA,NA,"10",0.727495532742674,0.829501178370837,"HMDB_2022-04-11",2,0.263697646410289,9.05055698418346,3.96845278574073,0.00603589515519517,0.113258870261663,-1.99357668791137,701933878.89703,870191426.668523,933713157.077053,1653735864.33369,1286045005.78551,1657658672.00634,"Up"
"M146T47_4_POS",146.165322598838,47.0254993438721,146.165275688332,146.165349636992,46.7375183105469,47.388,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz146.16525647rt48.542","Spermidine","124-20-9","HMDB0001257","C00315","HMDB0001257_21_shen","(M+H)+",0.147117500048921,0.999951904359253,NA,NA,"25",0.768289458711445,0.855162875829373,"HMDB_2022-04-11",2,-0.185812787945194,8.83237366160099,-2.40490425329577,0.0490763602175705,0.23799178146513,-4.0906798898074,622779841.757542,911995604.614538,1050782604.88687,551358714.011914,492830577.252639,608513075.525377,"Down"
"M147T372_POS",147.080624409579,371.936773681641,147.080550116241,147.080713404738,371.488861083984,372.207794189453,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz147.08070208rt373.177","Benzylideneacetone","122-57-6","HMDB0031617",NA,"HMDB0031617_4_shen","(M+H)+",0.59284500004253,0.999219271162867,NA,NA,"45",0.593152499876055,0.74542753910861,"HMDB_2022-04-11",2,-0.484873020635336,6.97041630193161,-2.53702641830507,0.0406476737092553,0.221176596054593,-3.90520186944443,16176086.0845878,12763757.5637603,21072033.1451534,3416391.46803519,2937784.20554884,15217799.3887048,"Down"
"M149T712_2_POS",149.023387661561,712.400482177734,149.023353805073,149.023400083914,707.836730957031,713.553405761719,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz149.02346285rt707.376","Phthalic acid","88-99-3","HMDB0002107","C01606","HMDB0002107_7_shen","(M+H-H2O)+",0.385424999933548,0.999669937970074,NA,NA,"35",0.580203060833316,0.737503139759601,"HMDB_2022-04-11",2,-0.244092257804514,8.37657439897131,-2.81117691040863,0.0276328431118325,0.190992185061446,-3.52203200711674,425521195.666306,307742913.642487,239195125.329656,143461904.87593,214694792.367446,188376492.75161,"Down"
"M152T125_POS",152.056893099395,125.493476867676,152.056849219523,152.056915523129,120.334922790527,128.678298950195,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz152.05681722rt131.927","Guanine","73-40-5","HMDB00132","C00242","NO00006","(M+H)+",0.293050000053086,0.999809177536631,NA,NA,"15",0.713480090123278,0.820853497903286,"NIST_0.0.1",2,0.230488996446356,7.98642657150814,2.59923144802152,0.0372153564086688,0.213364918694638,-3.81796653381057,53952328.4714489,80520766.3745958,94542727.5359018,149264540.967745,97795249.4071932,138273450.637418,"Up"
"M153T40_POS",153.041005931068,39.535945892334,153.040870270639,153.042934439009,30.4463520050049,49.2222061157227,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz153.04078997rt67.7875","Xanthine","69-89-6","HMDB00292","C00385","NO00047","(M+H)+",0.224925000011922,0.999887581306943,NA,NA,"15",0.580830559284095,0.737976942542663,"NIST_0.0.1",2,-0.778379609453036,5.77349760397969,-3.36099397477673,0.0130955891630628,0.145612459668038,-2.77310178320352,394399.188043768,2853085.69758305,2734081.12853038,316022.195422305,234091.066408203,192229.914094716,"Down"
"M163T288_POS",163.039168694626,288.125244140625,163.039052174094,163.039225828533,287.220062255859,292.869781494141,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz163.03922817rt289.643","4-Methylphthalic anhydride",NA,NA,NA,"LU019402","(M+H)+",0.570425000034902,0.999277184289082,NA,NA,"30",0.651842618819491,0.782130580870588,"MassBank_2022-04-27",2,0.311809147109861,7.6957947597572,3.99925806371472,0.00581204077261252,0.111729611507968,-1.95560946979613,41629182.0217358,27749281.9052107,36059602.2677429,74963649.4884773,56272727.5308158,85103870.6202993,"Up"
"M167T396_POS",167.070271782484,395.615966796875,167.070210149949,167.070314463416,395.596923828125,396.052307128906,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz167.07029044rt398.104","2'-Hydroxy-4'-methoxyacetophenone","552-41-0",NA,NA,"NO00315","(M+H)+",0.0238999999169209,0.999998730645259,NA,NA,"20",0.694147268868076,0.808841567034519,"NIST_0.0.1",2,1.22516562888059,7.19655142984919,3.03200166044173,0.0203746324972763,0.171429694767036,-3.21725406811851,486860.262197327,16068769.3772491,7219695.81359502,122381090.311053,99128135.0205705,22054208.6632469,"Up"
"M175T55_2_POS",175.119001838755,54.5905513763428,175.118955000383,175.119064802123,54.3660774230957,55.3678169250488,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz175.11904732rt52.8103","DL-Arginine",NA,"HMDB0251511","C02385","HMDB0251511_14_shen","(M+H)+",0.179032500042808,0.9999287744565,NA,NA,"20",0.706146894986252,0.816315099787595,"HMDB_2022-04-11",2,0.215798787501832,8.7476686763587,3.19133193349501,0.0164174709303844,0.157182568827998,-3.00047798742609,353432015.197972,479550959.311198,489967413.031587,722606805.520992,634392778.232296,804347900.28504,"Up"
"M181T712_1_POS",181.049543981803,712.400482177734,181.049508493785,181.049589890404,708.920593261719,713.920837402344,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz181.04933013rt701.119","Aspirin","50-78-2","HMDB0001879","C01405","HMDB0001879_33_shen","(M+H)+",0.571535000020162,0.999274369494469,NA,NA,"Unknown_13",0.761170712206141,0.850459583689264,"HMDB_2022-04-11",2,-0.232404226343615,7.98958307170006,-2.88979695801879,0.0247749246359097,0.184877871778179,-3.41301900497126,159313839.983557,135069602.809679,96503802.5391215,60927925.3463468,80156397.5064173,85386319.6821629,"Down"
"M182T155_POS",182.081542359143,154.759048461914,182.081526525105,182.081588978573,154.643905639648,155.009536743164,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz182.0814rt148.129","L-Tyrosine","60-18-4","HMDB0000158","C00082","UA005601","(M+H)+",0.500000000016598,0.999444598736821,NA,NA,"50 % (nominal)",0.510457582689817,0.693827713707444,"MassBank_2022-04-27",2,0.279673662302712,6.39300324838417,3.0560419013007,0.0197171739419552,0.169415853564682,-3.18436169106577,1795439.76227129,2485705.95994351,1287889.66803078,4180587.70664946,2808688.15640625,3378931.41415339,"Up"
"M189T220_POS",189.123694217426,220.371467590332,189.123611498168,189.12378791679,218.602661132812,221.802261352539,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz189.12370844rt222.935","Gly-Leu","869-19-2","HMDB00759","C02155","NO00833","(M+H)+",0.771100000065417,0.998679549873357,NA,NA,"15",0.671327832669176,0.794084726620744,"NIST_0.0.1",2,0.408204071568666,7.22467018924418,3.20970219898511,0.016017334837846,0.155998250516444,-2.97567863949536,5465039.43542825,14025495.8748087,15038098.8569918,29151259.6471699,21753453.1524412,30488154.9194105,"Up"
"M191T604_1_POS",191.142991655893,604.246154785156,191.14295301583,191.143074036699,601.52197265625,605.935729980469,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz191.14305859rt598.153","xi-3-(4-Isopropylphenyl)-2-methylpropanal",NA,"HMDB0037763",NA,"AU506301","(M+H)+",0.103524999914839,0.999976183782261,NA,NA,"10 eV",0.601833847407538,0.751137223548059,"MassBank_2022-04-27",2,-0.402342177210091,7.38391492681577,-5.13279180703125,0.00159485668700808,0.0873090277107991,-0.669012722134964,40427423.4763231,40020230.1500392,35180531.8458918,19425047.766594,16414417.3145142,11082658.4363491,"Down"
"M191T84_2_POS",191.040172475793,83.8728637695312,191.040122728742,191.040190760348,82.1275,85.1907196044922,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz191.04040638rt55.8618","4-Nitroquinoline N-oxide","56-57-5","HMDB0246549","C03474","AU251801","(M+H)+",11.8392999999628,0.732357335350193,NA,NA,"10 eV",0.576392122681298,0.634879077432133,"MassBank_2022-04-27",2,0.334437722870075,6.96744621926186,5.0353172902373,0.00176968280285567,0.0879169525187216,-0.771264292451423,6947842.53561153,6515017.2774706,5557974.30383784,15857622.7684669,11282964.7022085,14168828.0638392,"Up"
"M194T102_POS",194.067438926011,102.164520263672,194.067429433105,194.067480861071,102.13387298584,104.674,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz194.06743616rt129.815","4-(4-Chlorophenyl)-4-hydroxypiperidine","39512-49-7",NA,NA,"NO01432","(M+H-H2O)+",14.1596000000277,0.640476513693613,NA,NA,"10",0.523610050528071,0.567434974215149,"NIST_0.0.1",2,-0.338470289973387,6.50725054103035,-2.59813195747639,0.0372733184958313,0.213495242047217,-3.81950743667709,3435214.83670539,5204469.43526678,5985861.89828312,2461924.47253306,1207169.55170429,3475387.14164992,"Down"
"M194T320_POS",194.115389083107,319.722808837891,194.115332139893,194.115477613086,318.448852539062,322.118804931641,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz194.11524883rt320.926","Isoproterenol","7683-59-2","HMDB15197","C07056","NO01428","(M+H-H2O)+",5.62792499998466,0.932034317136868,NA,NA,"10",0.695823571206319,0.784402600930275,"NIST_0.0.1",2,-0.672280462117976,6.88149076870973,-5.17603215259828,0.00152356287902969,0.0867598656075933,-0.624144584508174,14941951.1932581,18635732.4135423,16148761.47859,5138131.58821046,4784466.12614968,1759595.75834559,"Down"
"M198T105_POS",198.087477465439,105.271087646484,198.087446017181,198.08751110902,103.542,106.133117675781,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz198.08730322rt82.088","N-Acetylhistidine","2497-02-1","HMDB0032055","C02997","HMDB0032055_3_shen","(M+H)+",0.0950149999567884,0.999979938311868,NA,NA,"35",0.701885418680166,0.813670863542054,"HMDB_2022-04-11",2,-0.275191008512155,7.37100372757909,-3.34749114561048,0.0133313284972496,0.146837752869725,-2.79105717096114,24845753.911682,41430539.4557818,32600550.0678776,14309218.4143889,16522479.3494663,21209651.8358214,"Down"
"M200T471_POS",200.237157359043,471.288759277344,200.237140478625,200.237224471982,466.876586914062,475.109313964844,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz200.23725221rt468.79","N-Methyldodecylamine",NA,NA,NA,"AU285002","(M+H)+",0.119224999934886,0.999968412497541,NA,NA,"20 eV",0.552745804090845,0.720454282243356,"MassBank_2022-04-27",2,-0.246808764895691,7.13537791850681,-4.21904399430454,0.00445694453153129,0.10236580674287,-1.68931011238873,17136830.6435908,18451224.8017447,18896927.5465818,11753968.1255239,9296428.00344446,9940769.16823297,"Down"
"M203T199_POS",203.139032405729,198.849395751953,203.13895058655,203.139126958374,194.178634643555,201.690505981445,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz203.13926655rt220.347","Ala-Ile","29727-65-9",NA,NA,"NO01201","(M+H)+",0.666375000051289,0.9990136964048,NA,NA,"20",0.6955698029243,0.809361262979488,"NIST_0.0.1",2,0.241880319569168,6.48349941637023,2.4999163761035,0.0428511000557763,0.224938627391495,-3.95728590476507,1857049.55189841,3404290.73395353,1935653.57865119,3662226.67608553,3351827.97848772,5300194.22919549,"Up"
"M203T43_2_POS",203.223185658971,42.7059516906738,203.223149195148,203.223270545511,41.6903266906738,43.4804878234863,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz203.22320644rt43.2636","Spermine","71-44-3","HMDB0001256","C00750","FiehnHILIC000768","(M+H)+",0.39902000004588,0.999646247117674,NA,NA,"HCD (NCE 20-30-40%)",0.734801595538376,0.834118339880613,"MoNA_2022-04-27",2,-0.361509538662542,7.4111142911453,-3.3604995104313,0.0131041416827013,0.145636410566389,-2.77375885342053,23426477.6011934,56730658.4070077,44883050.3010306,17785727.8775577,14401201.9379556,19169385.0887452,"Down"
"M212T288_POS",212.118378626082,287.951690673828,212.118232843041,212.118475726285,284.964721679688,289.407,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz212.11821638rt289.603","1,3-Diphenylguanidine",NA,NA,NA,"LU084502","(M+H)+",0.0409500000841945,0.999996273556928,NA,NA,"30",0.574689749305527,0.734179695899802,"MassBank_2022-04-27",2,-0.472339767191517,6.07753733325709,-2.41748993204168,0.0482006108637596,0.235951658681336,-4.07301154192329,5545700.2676352,844905.16918274,1863619.68922644,851169.380831906,689778.633048611,569346.452987736,"Down"
"M216T398_POS",216.15930333694,398.059875488281,216.159295724643,216.159350784138,397.377105712891,399.523,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz216.15932108rt399.966","Ethyl butylacetylaminopropionate",NA,"HMDB0246904","C18830","HMDB0246904_2_shen","(M+H)+",0.306149999929062,0.999791737639713,NA,NA,"45",0.630256761353519,0.768832377460842,"HMDB_2022-04-11",2,0.528109706391343,6.85479326938746,2.47435741945006,0.0444406438449313,0.228281086561607,-3.99316819705652,10147881.8660439,4587339.20625381,1271390.58468933,14361343.652719,14639473.6368004,10809953.6361371,"Up"
"M219T482_POS",219.174116715651,481.916305541992,219.174047275902,219.174281944722,480.506,483.865447998047,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz219.1740549rt478.179","Nootkatone","4674-50-4","HMDB13687",NA,"NO01620","(M+H)+",0.862750000010237,0.998347283769857,NA,NA,"15",0.631797133054786,0.769253439572937,"NIST_0.0.1",2,-0.265238304921953,6.69085779159141,-3.31366864809235,0.013942227400162,0.14855948915297,-2.83614212150497,5295589.11915566,8419527.6222454,6625655.10133876,3096321.24248606,3346753.92959023,4562954.34179112,"Down"
"M229T213_POS",229.154734824118,213.111785888672,229.15468487253,229.154839804968,210.030136108398,214.006,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz229.15496662rt231.809","Leu-Pro","6403-35-6",NA,NA,"NO01815","(M+H)+",0.666550000048005,0.999013178556481,NA,NA,"50",0.711832299281277,0.819525129009478,"NIST_0.0.1",2,0.338043584460351,6.8318489096538,5.14945302528848,0.00156695274450685,0.0867598656075933,-0.651688670343066,4991723.47029358,3730013.57168144,5230225.59688286,10465572.3840743,9097477.55489897,10566426.272299,"Up"
"M229T419_POS",229.119802051652,419.19805078125,229.119699145018,229.119866139605,417.040863037109,422.773468017578,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz229.11938784rt420.798","Bisphenol A","80-05-7","HMDB0032133","C13624","EA016303","(M+H)+",7.28039999998487,0.888885218547021,NA,NA,"30 % (nominal)",0.503123706894206,0.647784273764011,"MassBank_2022-04-27",2,0.446589975582253,6.70918764962889,3.34257203415859,0.013418347487709,0.146837752869725,-2.79760459136496,3404994.86817131,2626372.67132687,3207784.41550116,14910237.7409003,9528731.92604998,4414974.86057748,"Up"
