"variable_id","mz","rt","mzmin","mzmax","rtmin","rtmax","ms2_files_id","ms2_spectrum_id","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level","logFC","AveExpr","t","P.Value","adj.P.Val","B","control1","control2","control3","MethiocarbB1","MethiocarbB2","MethiocarbB3","Significance"
"M379T651_POS",379.273920501662,650.840881347656,379.273696950767,379.274049014706,649.014,655.675720214844,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz379.28132232rt677.542","MAG",NA,NA,NA,"EMBL-MCF_spec325926","(M+Na)+",1.59359999997832,0.994372425656189,NA,NA,"20.0 eV",0.671457714672134,0.792550731291155,"MoNA_2022-04-27",2,-0.422659457441346,6.59304773600682,-4.37377530860591,0.00371331776281001,0.0994137996439971,-1.50669785873768,4096766.04752103,7396799.36605947,8543727.56975749,2805477.83704057,2375901.71360678,2095649.79349618,"Down"
"M379T667_POS",379.283536276464,667.337524414062,379.283454396666,379.283654329837,665.534,671.571655273438,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz379.28352342rt664.743","1-Arachidonoylglycerol","35474-99-8",NA,NA,"NO05564","(M+H)+",1.94144999994705,0.991658919024397,NA,NA,"45",0.755257522257736,0.843908046045234,"NIST_0.0.1",2,-0.33195236971599,7.994380261767,-3.54070290197508,0.0103539651938418,0.132646959753769,-2.53660159143054,93321204.8882428,172797784.924848,187737414.04029,59208660.7321687,70567349.1895627,73151492.1375221,"Down"
"M380T638_POS",380.255863824051,637.986724853516,380.255814849545,380.256141496017,636.445739746094,640.820556640625,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz380.25582506rt633.845","D-erythro-Sphingosine-1-phosphate","26993-30-6","HMDB00277","C06124","NO05577","(M+H)+",0.687349999992648,0.9989506620017,NA,NA,"30",0.692406275930394,0.807360420707134,"NIST_0.0.1",2,-0.234010732036553,6.40492986656468,-2.77010052745363,0.029263154075268,0.195899602913875,-3.57917631568837,4913376.19762997,2812432.07869707,2662831.20245587,1949612.72506882,1913209.66107079,1959126.98024457,"Down"
"M385T92_POS",385.128819230954,91.7688140869141,385.128676808684,385.128854824322,90.8251419067383,92.0375213623047,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz385.1288rt92.5707","S-Adenosylhomocysteine","979-92-0","HMDB0000939","C00021","HMDB0000939_16_shen","(M+H)+",0.221174999950335,0.999891298395996,NA,NA,"30",0.722633421936288,0.826605125608678,"HMDB_2022-04-11",2,0.19513190675189,6.63182283845418,3.43316270232313,0.0119098878878809,0.139259486431336,-2.67756740251741,3793673.83428329,3255787.13403227,3243804.43651307,5506885.86644614,4982568.65102364,5620914.88098737,"Up"
"M391T712_POS",391.283825306078,712.400482177734,391.283795373,391.283863431684,708.920593261719,713.920837402344,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz391.28365855rt699.832","Bis(2-ethylhexyl) phthalate","117-81-7","HMDB0249243","C03690","SM818501","(M+H)+",1.6286250000519,0.994123071789029,NA,NA,"35  (nominal)",0.688814827319422,0.803305418995525,"MassBank_2022-04-27",2,-0.241746712248444,8.75462636207077,-3.38733713101655,0.0126485729975916,0.142864630813397,-2.73814473554985,877783959.116014,797180081.209706,604721035.206746,362575590.030864,489268702.566004,449068941.735953,"Down"
"M394T299_POS",394.231367720253,298.821807861328,394.230825866779,394.250193877572,292.869781494141,302.598449707031,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz394.23170133rt299.981","Retreversine","1028332-91-3",NA,NA,"NO05860","(M+H)+",8.246674999981,0.859737552431067,NA,NA,"25",0.545191433090315,0.663146227843097,"NIST_0.0.1",2,0.489117371332366,6.65984828453695,3.02469895771142,0.0205789655713349,0.172078558181173,-3.22725803738034,2209055.70345876,3095720.28715759,2575730.47389793,10693296.2045215,14353026.880683,3366400.75425892,"Up"
"M400T598_2_POS",400.341589651962,597.889526367188,400.341509782517,400.341712861546,588.753540039062,602.512268066406,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz400.34142871rt596.542","Palmitoyl-L-carnitine","2364-67-2","HMDB00222","C02990","NO05957","(M+H)+",1.92658052521333,0.991785673435807,NA,NA,"40",0.816705689590199,0.882360683532302,"NIST_0.0.1",2,-0.360332202275239,8.14173888674528,-4.26137643821667,0.00423832476901652,0.101988424533665,-1.63894891853578,290741595.576862,193723773.147745,164068374.349283,81739308.9809225,84328465.0328038,111253376.27733,"Down"
"M405T440_POS",405.224242592246,439.835510253906,405.224017709666,405.224445274876,438.519775390625,442.276580810547,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz405.22440437rt441.493","Hydrocortisonacetate",NA,NA,NA,"AU282801","(M+H)+",6.87108172649672,0.900401025226247,NA,NA,"10 eV",0.563981419829834,0.690138771853489,"MassBank_2022-04-27",2,0.411681830716974,7.01924500244989,3.95331784354813,0.0061493399004778,0.113833545319516,-2.01228775102986,5024389.52956468,5118592.52895755,10714660.1592565,13938075.6768557,18670465.0675157,18192810.6404194,"Up"
"M413T712_2_POS",413.266059799405,711.833038330078,413.265953393289,413.266145278636,708.920593261719,713.920837402344,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz413.26619532rt707.419","Dioctyl phthalate",NA,"HMDB0251427","C14227","HMDB0251427_76_shen","(M+Na)+",0.276780441573735,0.999829775794589,NA,NA,"18",0.661186893120316,0.788177974123169,"HMDB_2022-04-11",2,-0.236616104994161,8.9961710711588,-3.15987228686838,0.0171279339300766,0.159166821319438,-3.04304437728242,1438084269.31336,1432304059.27412,1070576762.41435,605799243.531512,930511030.349285,763025063.398769,"Down"
"M414T446_POS",414.214965413078,445.721343994141,414.214597455974,414.21533836564,444.952392578125,447.958862304688,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz414.2153rt444.7","Echimidine N-oxide",NA,NA,NA,"NA002470","(M+H)+",7.24261030445458,0.889969964575175,NA,NA,"15% (nominal)",0.700558191779593,0.771587606577937,"MassBank_2022-04-27",2,-0.341076822564975,6.63263230506969,-4.50430199822912,0.00319218199829633,0.0946340618369592,-1.35579120322654,4735649.95460929,6941068.47528528,7810992.61310564,2965391.30658032,3154786.5848125,2601535.07689428,"Down"
"M417T614_POS",417.335768991206,613.597,417.335640525266,417.335801573172,608.29931640625,614.723999023438,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz417.33564923rt598.783","1,24-Dihydroxyvitamin D3","57333-96-7",NA,NA,"NO06184","(M+H)+",1.55934438189887,0.994611117069502,NA,NA,"50",0.511794979801837,0.692851031277211,"NIST_0.0.1",2,-0.292688206904756,7.37671901471822,-2.66566710438365,0.0338825632631332,0.207200704576082,-3.72494677170279,48263502.8996847,19640001.5761932,39122715.9980131,14366707.4032465,17626485.9134253,19391068.8634503,"Down"
"M424T579_POS",424.341618104189,579.369018554688,424.34148333413,424.341883612186,570.062805175781,586.141,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz424.34173907rt578.313","3-Hydroxyoleylcarnitine","851132-91-7",NA,NA,"NO06474","(M+H-H2O)+",0.850564454803698,0.998393602990728,NA,NA,"35",0.796717957982725,0.872346324860726,"NIST_0.0.1",2,-0.249437305927614,7.24114540759343,-2.69939574064968,0.032311941279993,0.202957693435847,-3.67779948184874,34684820.3291211,20868029.6114801,17297020.0251978,11328569.9568349,12915829.7056974,15275057.8176139,"Down"
"M425T666_POS",425.265823262569,666.173828125,425.26541053574,425.26591200464,663.337,670.495300292969,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz425.26580477rt662.863","Gly-Pro-Arg-Pro-amide","126047-75-4",NA,NA,"NO06289","(M+H)+",8.94680446278928,0.837044145895092,NA,NA,"25",0.568703809535848,0.669331435670565,"NIST_0.0.1",2,-0.383060214245443,8.44542291213358,-3.21631002696512,0.0158759852292117,0.155554584503697,-2.96676859108362,234323066.546707,571361880.090172,608320922.253115,158041635.246683,179507778.494983,203621497.964246,"Down"
"M426T609_POS",426.357405351004,609.048461914062,426.357207716454,426.357674019812,600.377014160156,618.968566894531,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz426.35732745rt604.675","Oleoyl-L-Carnitine",NA,NA,NA,"RP025103","(M+H)+",1.10834262614849,0.997273892870517,NA,NA,"40",0.766365853877059,0.852956368499606,"MassBank_2022-04-27",2,-0.393934770226233,8.33487383858077,-4.93736193148334,0.00196724889891793,0.0883166709827832,-0.875578434275131,474370727.070772,306656045.267419,270865853.319211,126697350.160514,135136216.734414,151418894.915826,"Down"
"M450T236_POS",450.232462231647,235.944427490234,450.232018394361,450.232623502175,235.283554077148,236.753143310547,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz450.23249402rt234.747","Ranolazine","142387-99-3","HMDB0014388",NA,"HMDB0014388_3_shen","(M+Na)+",8.69004137187909,0.845510109881697,NA,NA,"Unknown_1",0.579982386538833,0.679555282792407,"HMDB_2022-04-11",2,0.412996562782593,7.06251610459254,4.2059757609321,0.00452693081965731,0.102641905382435,-1.70491776665764,4854558.43918498,11284791.7104404,6751654.16487299,19004947.9829314,18332106.689248,18406198.2996449,"Up"
"M454T667_POS",454.292536419269,667.337524414062,454.292446810867,454.292639606229,665.534,671.571655273438,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz454.29248687rt655.205","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine","53862-35-4",NA,NA,"NO06588","(M+H)+",0.689269598430766,0.998944795832489,NA,NA,"40",0.674933579607052,0.796437785691591,"NIST_0.0.1",2,0.26758338768459,8.64539635792094,4.8102971772477,0.00226122189565903,0.0892393880417753,-1.01324159702602,309096920.715902,348401145.105863,318155723.126403,646603250.602727,564639639.033172,595874647.947807,"Up"
"M497T289_POS",497.227233857413,288.820861816406,497.227019009075,497.227902059147,284.964721679688,288.956,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz497.2362127rt315.069","Telmisartan","144701-48-4","HMDB0015101","C07710","EA280501","(M+H-H2O)+",5.25444433311862,0.940490487117649,NA,NA,"35 % (nominal)",0.552044098613137,0.697711494302329,"MassBank_2022-04-27",2,0.302325408140762,5.89277203782755,4.28338489211407,0.00412937385140642,0.10135818847138,-1.61288557992408,624456.413090305,482712.612932617,556720.513911675,927173.381451833,1056093.98655804,1383377.47876831,"Up"
"M505T700_POS",505.26305702343,700.420654296875,505.262917091545,505.263405470991,699.229,701.745849609375,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz505.26291334rt700.137","Necrofibrin, human",NA,"METPA0001",NA,"NO06842","(M+H)+",2.40140324574521,0.987266789795072,NA,NA,"15",0.53104417617951,0.702127656285346,"NIST_0.0.1",2,1.01549722333071,6.71577475467119,5.89636471870416,0.000736809896043775,0.0793893898588442,0.0803607600306036,1971538.7033425,2207533.4896298,966864.959429139,26854635.5894112,23667448.2444443,7368844.62656783,"Up"
"M508T290_POS",508.275272558315,289.658569335938,508.274725864616,508.275467858317,288.459808349609,292.869781494141,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz508.2749592rt291.233","Cytochalasin C","22144-76-9",NA,NA,"NO06876","(M+H)+",10.9373871354986,0.766564429502293,NA,NA,"10",0.510159201395025,0.606311161935251,"NIST_0.0.1",2,0.419000769889205,6.42131086864162,4.28680507182105,0.00411272257008564,0.101309175776752,-1.60884258628119,1058739.48648031,2270024.16760827,1797263.93458247,4744797.13990347,3548808.03303711,4635895.13951813,"Up"
"M508T689_POS",508.375982612156,688.541381835938,508.375703872426,508.3764818443,686.126,691.695983886719,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz508.37599289rt684.271","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine","97802-55-6",NA,NA,"NO06870","(M+H)+",0.407395319328845,0.999631243682417,NA,NA,"40",0.618946325407658,0.761703169760693,"NIST_0.0.1",2,0.247341943853136,7.13955871405387,3.92139714729014,0.00639637204194954,0.115275133139218,-2.05187432522778,8702575.88511063,12139319.3469079,10563821.9075548,19427884.9862153,17157615.9095937,18484452.5497785,"Up"
"M510T657_POS",510.345660890066,657.488586425781,510.344629418346,510.346410279156,647.933,663.241333007812,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz510.35560148rt672.751","1-Heptadecanoyl-sn-glycero-3-phosphocholine","50930-23-9",NA,NA,"NO06885","(M+H)+",0.394783557698887,0.999653717619745,NA,NA,"45",0.735008465394509,0.834250434978972,"NIST_0.0.1",2,0.240747673990117,6.51917827646052,4.20619612637615,0.00452574063927045,0.102641905382435,-1.70465434175697,2856868.70289456,2303041.28550932,2389028.40593081,4383948.46806584,4325343.54511283,4372907.51561951,"Up"
"M515T822_POS",515.413030771818,822.43505859375,515.412804372189,515.413176991172,817.775634765625,824.996704101562,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz515.41339256rt824.914","Didodecyl 3,3'-thiodipropionate","123-28-4",NA,NA,"NO06909","(M+H)+",0.9556600722992,0.997972533262329,NA,NA,"30",0.627449613591281,0.766395708467924,"NIST_0.0.1",2,-0.385101137993296,7.26197938041331,-3.03376414236137,0.0203256433295876,0.171345173268424,-3.21484049302065,17050164.5526968,27042368.8540021,50097556.2132109,11782418.3270951,14934179.067086,9180591.04341532,"Down"
"M524T670_POS",524.361293994481,669.614135742188,524.36096716245,524.361478528139,663.337,676.932739257812,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz524.3713076rt685.033","LysoPC(18:0/0:0)","19420-57-6","HMDB0010384","C04230","HMDB0010384_1_shen","(M+H)+",0.415737849969771,0.999615989395626,NA,NA,"40",0.617310105871619,0.760674812193121,"HMDB_2022-04-11",2,0.18530744402471,7.83058496652272,2.66309258590701,0.0340057015417215,0.207437879952291,-3.72854789273072,56928967.3843669,58785580.2663079,48886575.6912856,73070871.306419,106964581.281605,75289044.2749886,"Up"
"M525T321_POS",525.289089157169,320.656158447266,525.288852913113,525.289477147377,319.253326416016,323.349670410156,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz525.28889947rt322.788","2-Piperidinecarboxylic acid, 1-(3,3-dimethyl-1,2-dioxopentyl)-, (1R)-1-(3-aminophenyl)-3-(3,4-dimethoxyphenyl)propyl ester, (2S)-","195513-96-3",NA,NA,"NO06959","(M+H)+",13.3270092076516,0.673890897533419,NA,NA,"5",0.661128873890317,0.665914632756481,"NIST_0.0.1",2,-0.239051386590465,7.16088147937493,-2.82844012938674,0.0269766270398482,0.18975591629372,-3.4980528622821,16125081.024461,28068542.6847823,15328503.1612239,10578614.8886277,10791066.9549609,11656660.9334128,"Down"
"M527T59_POS",527.158536553255,59.1644016815186,527.158317602207,527.158705411393,59.0603637695312,59.176700592041,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz527.1587rt59.0811","Raffinose","512-69-6","HMDB0003213","C00492","HMDB0003213_70_shen","(M+Na)+",0.692436641871836,0.998935081865958,NA,NA,"21",0.690360723816341,0.806076108084947,"HMDB_2022-04-11",2,-0.387268920073972,7.29045599749681,-5.63110901275647,0.000955566691553013,0.0839449412027519,-0.169840915847446,30219374.4667278,25351378.0705037,36981483.6276308,12036873.9110423,11271204.7959678,14387341.7664297,"Down"
"M613T672_POS",612.555090451664,672.250854492188,612.554929435241,612.555222687497,672.179,676.932739257812,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz612.55548619rt679.253","1-Oleoyl-2-palmitoyl-rac-glycerol","3331-34-8",NA,NA,"NO07179","(M+NH4)+",1.16529851755808,0.996986946971757,NA,NA,"35",0.638022220127265,0.772633992693949,"NIST_0.0.1",2,-0.312402300818605,6.68434631693182,-2.70136512925097,0.0322226339495815,0.202957693435847,-3.67504844513096,7223029.65017786,11246090.2089939,4091866.36309582,3696477.47754777,3663025.07483805,2836661.69088295,"Down"
"M627T296_POS",627.334545749334,296.116,627.332996097713,627.334682917138,291.861541748047,296.8505859375,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz627.33588213rt296.829","Arg-Gln","2483-17-2",NA,NA,"NO03663","(2M+Na)+",9.535768908508,0.817038843242966,NA,NA,"45",0.537648727526515,0.642420020920184,"NIST_0.0.1",2,-0.272361913688511,5.75043642636621,-2.67937702050933,0.0332346689031605,0.205335043133778,-3.70577542815605,1216989.01623588,555174.969797326,676294.123023453,482329.485457477,338052.671233592,427010.17607415,"Down"
"M639T707_POS",638.57158846329,707.035522460938,638.571516186449,638.571607602915,704.660461425781,714.67333984375,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz638.57192084rt714.728","DG(18:1(9Z)/18:1(9Z)/0:0)",NA,"HMDB0007218",NA,"HMDB0007218_45_shen","(M+NH4)+",0.0711368578013637,0.999988754613146,NA,NA,"37",0.733117537713305,0.833194244050745,"HMDB_2022-04-11",2,0.303505570038562,7.16444321187237,4.02970745959392,0.00559972481575856,0.111023812309652,-1.91823526035906,11244480.2609633,10519862.6216818,9228302.57754453,27771412.8263491,18671563.4048751,17132049.9742017,"Up"
"M647T710_POS",647.165558936647,710.365396972656,647.165043446489,647.165865467116,706.852722167969,711.663146972656,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz647.16480588rt703.661","Isorhamnetin-3-O-rutinoside",NA,NA,NA,"PR040104","(M+Na)+",10.0065392017622,0.800504641399641,NA,NA,"Ramp 5-60 V",0.579385971801694,0.662305472900924,"MassBank_2022-04-27",2,-0.310679194365736,7.5401451694536,-2.89847742408107,0.0244791919616587,0.183824113572852,-3.40101448984808,33087371.8446776,59142864.1486848,62357640.6808613,28227128.6815979,30294426.7381706,16687346.1586257,"Down"
"M661T849_POS",660.55651987353,848.634643554688,660.556251281246,660.557004727554,841.546569824219,861.782348632812,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz660.55621647rt846.269","1-Linoleoyl-2-oleoyl-rac-glycerol","2632-59-9",NA,NA,"NO07869","(M+CH3CN+H)+",0.176321101917257,0.999930915428713,NA,NA,"55",0.540271146954507,0.712643560132334,"NIST_0.0.1",2,0.248794166556684,6.7618691557206,3.16172026099109,0.0170852987544601,0.159118326614165,-3.04054064714487,3480692.96244031,4123433.03386267,5694971.51697021,6667590.04225468,7403978.0906237,9233464.9027203,"Up"
"M787T807_POS",786.591124126837,807.491180419922,786.590953422143,786.591217830324,801.777770996094,810.178466796875,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz786.60027889rt824.101","1,2-dioleoyl-sn-glycero-3-phosphatidylcholine","4235-95-4",NA,NA,"NO08156","(M+H)+",0.662483873822277,0.999025175710044,NA,NA,"55",0.62904725682588,0.767788976407442,"NIST_0.0.1",2,0.190646443713718,7.16341999865987,3.56548064453598,0.01002775570247,0.130947646324681,-2.50436540995827,11863462.0447995,11162346.7684903,12087135.0665902,18247610.13879,18542165.5539583,17654816.7267867,"Up"
"M797T804_POS",796.523765585185,804.318237304688,796.522332924147,796.524761108859,798.48876953125,808.651550292969,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz796.52289339rt794.105","1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","159701-21-0",NA,NA,"NO08099","(M+K)+",3.14694030862912,0.978233206298473,NA,NA,"60",0.675530290580781,0.789043883974916,"NIST_0.0.1",2,-0.264206301285737,6.90237577993901,-2.53375789219756,0.0408369172407138,0.221344291583501,-3.90978828589957,7179692.63730125,16575013.3729672,10662942.1195915,7382653.30670984,5183869.64331358,5345044.70244316,"Down"
